Month,Day,Weekday,Airline,Origin,Dest,AirTime,Distance,ArrivalDelay,Diverted,Cancelled,Date
1,1,Wed,WN,LAX,SLC,94.0,590,65.0,0,0,1/1
1,1,Wed,UA,DEN,IAD,154.0,1452,-13.0,0,0,1/1
1,1,Wed,MQ,DFW,VPS,85.0,641,35.0,0,0,1/1
1,1,Wed,AA,DFW,DCA,126.0,1192,-7.0,0,0,1/1
1,1,Wed,WN,LAX,MCI,166.0,1363,39.0,0,0,1/1
1,1,Wed,UA,IAH,SAN,178.0,1303,-14.0,0,0,1/1
1,1,Wed,AA,DFW,MSY,64.0,447,83.0,0,0,1/1
1,1,Wed,F9,SFO,PHX,91.0,651,-6.0,0,0,1/1
1,1,Wed,AA,ORD,STL,44.0,258,-5.0,0,0,1/1
1,1,Wed,UA,IAH,SJC,215.0,1608,-14.0,0,0,1/1
1,1,Wed,MQ,DFW,DRO,104.0,674,28.0,0,0,1/1
1,1,Wed,EV,ORD,JAN,113.0,677,5.0,0,0,1/1
1,1,Wed,OO,ORD,MSP,65.0,334,4.0,0,0,1/1
1,1,Wed,EV,ORD,CMH,46.0,296,-9.0,0,0,1/1
1,1,Wed,UA,IAH,IND,102.0,844,-20.0,0,0,1/1
1,1,Wed,AA,DEN,DFW,93.0,641,4.0,0,0,1/1
1,1,Wed,OO,DEN,SGU,66.0,517,20.0,0,0,1/1
1,1,Wed,NK,DEN,DTW,124.0,1123,54.0,0,0,1/1
1,1,Wed,MQ,ORD,DAY,37.0,240,20.0,0,0,1/1
1,1,Wed,WN,PHX,LAX,58.0,370,59.0,0,0,1/1
1,1,Wed,WN,ATL,BWI,76.0,577,-15.0,0,0,1/1
1,1,Wed,UA,ORD,CLE,47.0,315,41.0,0,0,1/1
1,1,Wed,OO,LAS,LAX,39.0,236,-12.0,0,0,1/1
1,1,Wed,WN,ATL,HOU,113.0,696,18.0,0,0,1/1
1,1,Wed,MQ,DFW,BTR,,383,,0,1,1/1
1,1,Wed,OO,ORD,SPI,31.0,174,5.0,0,0,1/1
1,1,Wed,AA,LAX,AUS,157.0,1242,41.0,0,0,1/1
1,1,Wed,OO,IAH,JAC,161.0,1265,-1.0,0,0,1/1
1,1,Wed,WN,ATL,MDW,97.0,591,-4.0,0,0,1/1
1,1,Wed,EV,ORD,IND,29.0,177,-19.0,0,0,1/1
1,1,Wed,WN,LAS,RNO,55.0,345,-13.0,0,0,1/1
1,1,Wed,US,PHX,DEN,94.0,602,49.0,0,0,1/1
1,1,Wed,AA,PHX,MIA,230.0,1972,117.0,0,0,1/1
1,1,Wed,AA,IAH,MIA,115.0,964,21.0,0,0,1/1
1,1,Wed,OO,LAX,LAS,42.0,236,-6.0,0,0,1/1
1,1,Wed,US,ORD,PHL,80.0,678,-9.0,0,0,1/1
1,1,Wed,AA,DFW,OKC,35.0,175,6.0,0,0,1/1
1,1,Wed,AA,LAS,DFW,132.0,1055,17.0,0,0,1/1
1,1,Wed,AS,PHX,SEA,155.0,1107,-3.0,0,0,1/1
1,1,Wed,OO,SFO,ABQ,122.0,896,30.0,0,0,1/1
1,1,Wed,EV,IAH,CLE,126.0,1091,-18.0,0,0,1/1
1,1,Wed,AA,DFW,DCA,126.0,1192,4.0,0,0,1/1
1,1,Wed,OO,LAX,RNO,66.0,391,-2.0,0,0,1/1
1,1,Wed,WN,LAS,SJC,58.0,386,-14.0,0,0,1/1
1,1,Wed,UA,ORD,PIT,56.0,413,-7.0,0,0,1/1
1,1,Wed,UA,ORD,TPA,131.0,1012,-10.0,0,0,1/1
1,1,Wed,AA,ORD,SAN,237.0,1723,-16.0,0,0,1/1
1,1,Wed,AA,DFW,IND,89.0,761,27.0,0,0,1/1
1,1,Wed,AA,DFW,SAT,54.0,247,9.0,0,0,1/1
1,1,Wed,US,IAH,PHX,147.0,1009,-7.0,0,0,1/1
1,1,Wed,MQ,ORD,CID,37.0,196,-15.0,0,0,1/1
1,1,Wed,OO,PHX,SLC,,507,,0,1,1/1
1,1,Wed,OO,DEN,FSD,74.0,483,165.0,0,0,1/1
1,1,Wed,DL,LAS,MSP,156.0,1299,-18.0,0,0,1/1
1,1,Wed,OO,SFO,MCI,184.0,1499,84.0,0,0,1/1
1,1,Wed,AA,LAS,DFW,129.0,1055,49.0,0,0,1/1
1,1,Wed,VX,LAS,SFO,65.0,414,11.0,0,0,1/1
1,1,Wed,DL,MSP,RSW,169.0,1416,-20.0,0,0,1/1
1,1,Wed,OO,SFO,SBP,47.0,190,-3.0,0,0,1/1
1,1,Wed,WN,DEN,PHX,97.0,602,5.0,0,0,1/1
1,1,Wed,MQ,DFW,CRP,70.0,354,44.0,0,0,1/1
1,1,Wed,OO,SFO,ASE,120.0,848,-3.0,0,0,1/1
1,1,Wed,AA,ORD,LGA,84.0,733,-9.0,0,0,1/1
1,1,Wed,OO,LAX,PHX,65.0,370,5.0,0,0,1/1
1,1,Wed,WN,LAS,BUR,40.0,223,-10.0,0,0,1/1
1,1,Wed,OO,MSP,DLH,42.0,144,8.0,0,0,1/1
1,1,Wed,AA,DFW,AUS,43.0,190,2.0,0,0,1/1
1,1,Wed,UA,LAX,IAD,241.0,2288,-22.0,0,0,1/1
1,1,Wed,WN,ATL,MCI,119.0,692,10.0,0,0,1/1
1,1,Wed,EV,ATL,RAP,181.0,1230,-15.0,0,0,1/1
1,1,Wed,UA,DEN,MSY,137.0,1062,165.0,0,0,1/1
1,1,Wed,MQ,ORD,BNA,54.0,409,7.0,0,0,1/1
1,1,Wed,UA,DEN,FLL,201.0,1703,11.0,0,0,1/1
1,1,Wed,AA,DFW,ICT,,328,,0,1,1/1
1,1,Wed,NK,PHX,DFW,103.0,868,1.0,0,0,1/1
1,1,Wed,AA,DFW,ORD,91.0,802,287.0,0,0,1/1
1,1,Wed,AA,DFW,MCO,118.0,985,4.0,0,0,1/1
1,1,Wed,DL,LAX,ATL,217.0,1947,16.0,0,0,1/1
1,1,Wed,MQ,DFW,SJT,,229,,0,1,1/1
1,1,Wed,DL,LAX,CMH,223.0,1995,-13.0,0,0,1/1
1,1,Wed,WN,PHX,STL,137.0,1262,31.0,0,0,1/1
1,1,Wed,MQ,ORD,FNT,37.0,223,-18.0,0,0,1/1
1,1,Wed,OO,LAX,SLC,98.0,590,23.0,0,0,1/1
1,1,Wed,WN,DEN,OMA,60.0,472,8.0,0,0,1/1
1,1,Wed,WN,DEN,BOI,96.0,649,81.0,0,0,1/1
1,1,Wed,DL,ATL,OKC,116.0,761,-12.0,0,0,1/1
1,1,Wed,OO,ORD,DFW,138.0,802,38.0,0,0,1/1
1,1,Wed,AA,DEN,ORD,107.0,888,7.0,0,0,1/1
1,1,Wed,WN,DEN,AUS,117.0,775,17.0,0,0,1/1
1,1,Wed,AA,DFW,SMF,185.0,1431,-22.0,0,0,1/1
1,1,Wed,DL,ATL,PBI,77.0,545,-11.0,0,0,1/1
1,1,Wed,DL,ATL,FLL,85.0,581,-12.0,0,0,1/1
1,1,Wed,WN,ATL,TPA,63.0,406,13.0,0,0,1/1
1,1,Wed,F9,ATL,DEN,181.0,1199,10.0,0,0,1/1
1,1,Wed,UA,IAH,SFO,212.0,1635,-13.0,0,0,1/1
1,1,Wed,NK,LAS,OAK,62.0,407,10.0,0,0,1/1
1,1,Wed,US,ATL,PHL,90.0,666,-11.0,0,0,1/1
1,1,Wed,AA,LAS,JFK,248.0,2248,-30.0,0,0,1/1
1,1,Wed,AA,DFW,BNA,73.0,631,42.0,0,0,1/1
1,1,Wed,OO,IAH,COS,111.0,809,86.0,0,0,1/1
1,1,Wed,EV,ORD,GSO,78.0,589,-12.0,0,0,1/1
1,1,Wed,DL,LAX,JFK,276.0,2475,-6.0,0,0,1/1
1,1,Wed,OO,SFO,TUS,117.0,751,7.0,0,0,1/1
1,1,Wed,MQ,ORD,GRR,30.0,137,18.0,0,0,1/1
1,1,Wed,US,MSP,PHX,174.0,1276,-20.0,0,0,1/1
1,1,Wed,MQ,DFW,TXK,33.0,181,25.0,0,0,1/1
1,1,Wed,EV,DFW,LAW,,140,,0,1,1/1
1,1,Wed,AA,ORD,RSW,144.0,1120,10.0,0,0,1/1
1,1,Wed,UA,IAH,SEA,233.0,1874,69.0,0,0,1/1
1,1,Wed,NK,MSP,ORD,49.0,334,-19.0,0,0,1/1
1,1,Wed,UA,DEN,GRR,109.0,1015,8.0,0,0,1/1
1,1,Wed,US,DFW,CLT,103.0,936,10.0,0,0,1/1
1,1,Wed,US,PHX,CLT,183.0,1773,-18.0,0,0,1/1
1,1,Wed,OO,ORD,LNK,72.0,466,-19.0,0,0,1/1
1,1,Wed,WN,LAX,MKE,207.0,1756,-18.0,0,0,1/1
1,1,Wed,MQ,DFW,LRD,,396,,0,1,1/1
1,1,Wed,DL,ATL,SAT,135.0,874,-6.0,0,0,1/1
1,1,Wed,DL,ATL,MCI,104.0,692,-13.0,0,0,1/1
1,1,Wed,EV,ATL,SCE,92.0,615,3.0,0,0,1/1
1,1,Wed,US,PHX,DEN,84.0,602,0.0,0,0,1/1
1,1,Wed,AA,ORD,BOS,100.0,867,61.0,0,0,1/1
1,1,Wed,DL,ATL,LEX,49.0,304,-3.0,0,0,1/1
1,1,Wed,AA,DFW,RDU,123.0,1061,-6.0,0,0,1/1
1,1,Wed,B6,LAS,BOS,246.0,2381,-27.0,0,0,1/1
1,1,Wed,OO,MSP,SFO,201.0,1589,-18.0,0,0,1/1
1,1,Wed,MQ,DFW,PNS,,604,,0,1,1/1
1,1,Wed,OO,SFO,PSP,68.0,421,-2.0,0,0,1/1
1,1,Wed,B6,LAS,BOS,247.0,2381,46.0,0,0,1/1
1,1,Wed,AA,DFW,IAH,44.0,224,8.0,0,0,1/1
1,1,Wed,DL,ATL,CLE,76.0,554,-19.0,0,0,1/1
1,1,Wed,DL,MSP,TPA,157.0,1306,-13.0,0,0,1/1
1,1,Wed,AA,LAS,DFW,133.0,1055,9.0,0,0,1/1
1,1,Wed,WN,SFO,SAN,67.0,447,18.0,0,0,1/1
1,1,Wed,AA,DFW,TPA,120.0,929,-5.0,0,0,1/1
1,1,Wed,UA,DEN,PHX,85.0,602,44.0,0,0,1/1
1,1,Wed,OO,DEN,GTF,87.0,624,37.0,0,0,1/1
1,2,Thu,EV,ATL,JAN,59.0,341,6.0,0,0,1/2
1,2,Thu,DL,ATL,HSV,38.0,151,5.0,0,0,1/2
1,2,Thu,OO,PHX,PSP,45.0,261,13.0,0,0,1/2
1,2,Thu,OO,LAX,DFW,159.0,1235,171.0,0,0,1/2
1,2,Thu,UA,ORD,CLT,78.0,599,-23.0,0,0,1/2
1,2,Thu,UA,IAH,CLE,119.0,1091,4.0,0,0,1/2
1,2,Thu,DL,DEN,ATL,148.0,1199,45.0,0,0,1/2
1,2,Thu,EV,ORD,RIC,88.0,642,-25.0,0,0,1/2
1,2,Thu,UA,IAH,PHL,162.0,1325,-5.0,0,0,1/2
1,2,Thu,UA,DEN,SAN,106.0,853,32.0,0,0,1/2
1,2,Thu,AA,DFW,BNA,78.0,631,68.0,0,0,1/2
1,2,Thu,EV,DEN,ELP,87.0,563,63.0,0,0,1/2
1,2,Thu,US,PHX,DCA,216.0,1979,-14.0,0,0,1/2
1,2,Thu,MQ,ORD,SGF,83.0,438,25.0,0,0,1/2
1,2,Thu,US,LAS,PHX,44.0,255,-15.0,0,0,1/2
1,2,Thu,OO,IAH,ASE,120.0,913,8.0,0,0,1/2
1,2,Thu,DL,ATL,MCO,59.0,404,-7.0,0,0,1/2
1,2,Thu,US,ATL,CLT,41.0,226,-11.0,0,0,1/2
1,2,Thu,DL,MSP,TPA,170.0,1306,92.0,0,0,1/2
1,2,Thu,DL,DFW,ATL,95.0,731,-5.0,0,0,1/2
1,2,Thu,WN,PHX,LAX,57.0,370,-1.0,0,0,1/2
1,2,Thu,OO,MSP,DIK,75.0,481,-16.0,0,0,1/2
1,2,Thu,DL,ATL,BHM,36.0,134,13.0,0,0,1/2
1,2,Thu,DL,MSP,ATL,116.0,907,-20.0,0,0,1/2
1,2,Thu,AA,DFW,AUS,42.0,190,59.0,0,0,1/2
1,2,Thu,OO,MSP,GEG,168.0,1175,-14.0,0,0,1/2
1,2,Thu,DL,ATL,MSY,70.0,425,-8.0,0,0,1/2
1,2,Thu,UA,IAH,DEN,109.0,862,-5.0,0,0,1/2
1,2,Thu,EV,IAH,TUS,137.0,936,-8.0,0,0,1/2
1,2,Thu,DL,ATL,PIT,73.0,526,12.0,0,0,1/2
1,2,Thu,NK,LAS,PDX,123.0,763,-4.0,0,0,1/2
1,2,Thu,EV,ORD,LEX,48.0,323,-13.0,0,0,1/2
1,2,Thu,OO,PHX,LAX,59.0,370,33.0,0,0,1/2
1,2,Thu,DL,DFW,ATL,94.0,731,6.0,0,0,1/2
1,2,Thu,EV,ATL,CRW,55.0,363,11.0,0,0,1/2
1,2,Thu,AA,DFW,LAX,162.0,1235,11.0,0,0,1/2
1,2,Thu,DL,PHX,MSP,156.0,1276,-16.0,0,0,1/2
1,2,Thu,WN,LAS,ICT,121.0,986,10.0,0,0,1/2
1,2,Thu,AA,DFW,PHX,123.0,868,-25.0,0,0,1/2
1,2,Thu,OO,LAX,COS,114.0,833,40.0,0,0,1/2
1,2,Thu,WN,ATL,MCO,68.0,404,22.0,0,0,1/2
1,2,Thu,UA,IAH,ORD,109.0,925,-16.0,0,0,1/2
1,2,Thu,AA,IAH,DFW,44.0,224,51.0,0,0,1/2
1,2,Thu,AA,LAS,JFK,254.0,2248,732.0,0,0,1/2
1,2,Thu,MQ,ORD,LIT,84.0,552,59.0,0,0,1/2
1,2,Thu,DL,ATL,PBI,79.0,545,24.0,0,0,1/2
1,2,Thu,DL,ATL,AUS,123.0,813,-10.0,0,0,1/2
1,2,Thu,UA,ORD,LGA,89.0,733,-17.0,0,0,1/2
1,2,Thu,DL,MSP,SAN,193.0,1532,-32.0,0,0,1/2
1,2,Thu,DL,MSP,LGA,118.0,1020,20.0,0,0,1/2
1,2,Thu,WN,PHX,MKE,170.0,1460,1.0,0,0,1/2
1,2,Thu,MQ,ORD,GRR,38.0,137,10.0,0,0,1/2
1,2,Thu,AA,LAX,JFK,295.0,2475,-8.0,0,0,1/2
1,2,Thu,DL,MSP,BZN,126.0,874,-10.0,0,0,1/2
1,2,Thu,DL,ATL,HOU,116.0,696,-7.0,0,0,1/2
1,2,Thu,US,PHX,ORD,154.0,1440,-4.0,0,0,1/2
1,2,Thu,UA,SFO,EWR,286.0,2565,-15.0,0,0,1/2
1,2,Thu,WN,MSP,DEN,98.0,680,-22.0,0,0,1/2
1,2,Thu,EV,ORD,MCI,69.0,403,-20.0,0,0,1/2
1,2,Thu,WN,SFO,MKE,218.0,1845,14.0,0,0,1/2
1,2,Thu,EV,ATL,FWA,79.0,508,-10.0,0,0,1/2
1,2,Thu,UA,IAH,DEN,115.0,862,-11.0,0,0,1/2
1,2,Thu,AS,LAX,SEA,145.0,954,8.0,0,0,1/2
1,2,Thu,EV,ATL,GNV,46.0,300,7.0,0,0,1/2
1,2,Thu,AA,LAX,KOA,341.0,2504,44.0,0,0,1/2
1,2,Thu,AA,DFW,TUS,122.0,813,7.0,0,0,1/2
1,2,Thu,US,LAX,PHL,272.0,2402,-6.0,0,0,1/2
1,2,Thu,US,PHX,LAS,44.0,255,-2.0,0,0,1/2
1,2,Thu,DL,MSP,RSW,171.0,1416,-16.0,0,0,1/2
1,2,Thu,EV,MSP,IAH,171.0,1034,62.0,0,0,1/2
1,2,Thu,AA,DFW,MFE,83.0,469,16.0,0,0,1/2
1,2,Thu,DL,ATL,DCA,69.0,547,-9.0,0,0,1/2
1,2,Thu,EV,ATL,AGS,23.0,143,-19.0,0,0,1/2
1,2,Thu,F9,MSP,DEN,97.0,680,-13.0,0,0,1/2
1,2,Thu,MQ,ATL,ORD,90.0,606,24.0,0,0,1/2
1,2,Thu,DL,LAX,JFK,288.0,2475,24.0,0,0,1/2
1,2,Thu,WN,ATL,RDU,48.0,356,39.0,0,0,1/2
1,2,Thu,OO,DEN,ATL,143.0,1199,65.0,0,0,1/2
1,2,Thu,MQ,ORD,SUX,73.0,436,-10.0,0,0,1/2
1,2,Thu,DL,MSP,SEA,193.0,1399,-11.0,0,0,1/2
1,2,Thu,DL,ATL,OKC,121.0,761,-14.0,0,0,1/2
1,2,Thu,WN,ATL,HOU,121.0,696,-9.0,0,0,1/2
1,2,Thu,WN,ATL,SAT,145.0,874,65.0,0,0,1/2
1,2,Thu,EV,ATL,IAD,74.0,534,-17.0,0,0,1/2
1,2,Thu,EV,ATL,HPN,104.0,780,-12.0,0,0,1/2
1,2,Thu,AA,ORD,DCA,78.0,612,-9.0,0,0,1/2
1,2,Thu,DL,LAX,SLC,90.0,590,7.0,0,0,1/2
1,2,Thu,OO,DEN,GJT,31.0,212,37.0,0,0,1/2
1,2,Thu,US,SFO,PHX,94.0,651,1.0,0,0,1/2
1,2,Thu,EV,ORD,CVG,41.0,265,14.0,0,0,1/2
1,2,Thu,WN,LAX,MDW,207.0,1750,24.0,0,0,1/2
1,2,Thu,VX,SFO,LAS,68.0,414,-5.0,0,0,1/2
1,2,Thu,MQ,DFW,TUL,,237,,0,1,1/2
1,2,Thu,US,SFO,PHX,95.0,651,-1.0,0,0,1/2
1,2,Thu,WN,PHX,OAK,96.0,646,4.0,0,0,1/2
1,2,Thu,EV,ORD,FSD,77.0,462,-15.0,0,0,1/2
1,2,Thu,F9,DEN,PHX,83.0,602,-18.0,0,0,1/2
1,2,Thu,EV,ORD,ATW,34.0,160,-19.0,0,0,1/2
1,2,Thu,WN,LAS,LAX,43.0,236,24.0,0,0,1/2
1,2,Thu,DL,MSP,SAN,195.0,1532,67.0,0,0,1/2
1,2,Thu,EV,DFW,LFT,64.0,351,117.0,0,0,1/2
1,2,Thu,OO,ORD,COS,148.0,911,3.0,0,0,1/2
1,2,Thu,DL,MSP,BIL,108.0,748,20.0,0,0,1/2
1,2,Thu,B6,ORD,BOS,96.0,867,-22.0,0,0,1/2
1,2,Thu,OO,MSP,DAY,74.0,574,1.0,0,0,1/2
1,2,Thu,AS,LAS,PDX,117.0,763,-3.0,0,0,1/2
1,2,Thu,OO,LAX,OAK,57.0,337,-6.0,0,0,1/2
1,2,Thu,VX,SFO,SEA,104.0,679,-1.0,0,0,1/2
1,2,Thu,DL,LAS,JFK,256.0,2248,-4.0,0,0,1/2
1,2,Thu,DL,ORD,ATL,85.0,606,-3.0,0,0,1/2
1,2,Thu,UA,PHX,ORD,167.0,1440,-4.0,0,0,1/2
1,2,Thu,F9,ORD,ATL,86.0,606,23.0,0,0,1/2
1,2,Thu,DL,ATL,JAX,41.0,270,-3.0,0,0,1/2
1,2,Thu,DL,PHX,MSP,153.0,1276,-18.0,0,0,1/2
1,2,Thu,DL,LAX,RDU,256.0,2239,6.0,0,0,1/2
1,2,Thu,EV,ATL,BTR,74.0,448,-6.0,0,0,1/2
1,2,Thu,EV,IAH,XNA,64.0,438,0.0,0,0,1/2
1,2,Thu,DL,MSP,PDX,206.0,1426,16.0,0,0,1/2
1,2,Thu,DL,ATL,ICT,113.0,782,-7.0,0,0,1/2
1,2,Thu,OO,DEN,SJC,125.0,948,12.0,0,0,1/2
1,2,Thu,WN,MSP,ATL,123.0,907,2.0,0,0,1/2
1,2,Thu,OO,ORD,MKE,21.0,67,35.0,0,0,1/2
1,2,Thu,DL,ATL,SAN,249.0,1892,-29.0,0,0,1/2
1,2,Thu,WN,ATL,DCA,74.0,547,-15.0,0,0,1/2
1,2,Thu,UA,SFO,SAN,68.0,447,13.0,0,0,1/2
1,2,Thu,EV,DFW,TYS,97.0,772,7.0,0,0,1/2
1,2,Thu,UA,SFO,LAX,52.0,337,-16.0,0,0,1/2
1,2,Thu,UA,DEN,CLE,126.0,1201,-28.0,0,0,1/2
1,2,Thu,EV,ATL,CID,94.0,694,42.0,0,0,1/2
1,2,Thu,EV,ORD,GRB,34.0,173,-14.0,0,0,1/2
1,2,Thu,UA,LAS,SFO,62.0,414,-22.0,0,0,1/2
1,2,Thu,AA,DFW,DTW,118.0,986,44.0,0,0,1/2
1,2,Thu,EV,IAH,HOB,,501,,0,1,1/2
1,2,Thu,UA,SFO,IAH,199.0,1635,45.0,0,0,1/2
1,2,Thu,AA,DFW,SAT,51.0,247,63.0,0,0,1/2
1,2,Thu,WN,LAS,TUL,131.0,1076,30.0,0,0,1/2
1,2,Thu,WN,LAS,MCI,141.0,1139,6.0,0,0,1/2
1,2,Thu,UA,LAX,IAH,167.0,1379,-7.0,0,0,1/2
1,2,Thu,WN,ATL,BWI,75.0,577,11.0,0,0,1/2
1,2,Thu,UA,IAH,SFO,207.0,1635,-16.0,0,0,1/2
1,2,Thu,WN,LAS,OAK,64.0,407,-6.0,0,0,1/2
1,2,Thu,AS,ORD,ANC,402.0,2846,-6.0,0,0,1/2
1,2,Thu,OO,DFW,SFO,193.0,1464,-14.0,0,0,1/2
1,2,Thu,AA,DFW,HDN,107.0,769,44.0,0,0,1/2
1,2,Thu,WN,DEN,HOU,126.0,883,8.0,0,0,1/2
1,2,Thu,OO,DEN,SGF,85.0,637,42.0,0,0,1/2
1,2,Thu,EV,DEN,GUC,36.0,152,31.0,0,0,1/2
1,2,Thu,UA,IAH,EWR,158.0,1400,-16.0,0,0,1/2
1,2,Thu,OO,LAX,LAS,43.0,236,53.0,0,0,1/2
1,2,Thu,MQ,ORD,LSE,44.0,215,-13.0,0,0,1/2
1,2,Thu,DL,LAS,DTW,199.0,1749,139.0,0,0,1/2
1,2,Thu,WN,DEN,ABQ,57.0,349,35.0,0,0,1/2
1,2,Thu,OO,ORD,MKE,18.0,67,29.0,0,0,1/2
1,2,Thu,DL,LAX,RDU,265.0,2239,11.0,0,0,1/2
1,2,Thu,F9,PHX,DEN,87.0,602,-4.0,0,0,1/2
1,2,Thu,EV,ORD,BNA,68.0,409,-4.0,0,0,1/2
1,2,Thu,WN,MSP,MDW,63.0,349,-15.0,0,0,1/2
1,2,Thu,EV,ATL,PIA,84.0,565,-16.0,0,0,1/2
1,2,Thu,WN,LAS,LAX,41.0,236,-4.0,0,0,1/2
1,2,Thu,UA,LAX,EWR,274.0,2454,-22.0,0,0,1/2
1,2,Thu,MQ,ORD,XNA,87.0,522,106.0,0,0,1/2
1,2,Thu,OO,ATL,ASE,192.0,1304,42.0,0,0,1/2
1,2,Thu,EV,ATL,SGF,95.0,563,-14.0,0,0,1/2
1,2,Thu,WN,LAS,SFO,66.0,414,29.0,0,0,1/2
1,2,Thu,WN,PHX,MSP,154.0,1276,20.0,0,0,1/2
1,2,Thu,F9,DEN,SAN,111.0,853,-17.0,0,0,1/2
1,2,Thu,WN,LAS,PHX,46.0,255,8.0,0,0,1/2
1,2,Thu,WN,LAX,MDW,211.0,1750,42.0,0,0,1/2
1,2,Thu,DL,ATL,MSY,73.0,425,0.0,0,0,1/2
1,2,Thu,AA,LAX,SFO,56.0,337,-1.0,0,0,1/2
1,2,Thu,WN,LAX,DEN,127.0,862,10.0,0,0,1/2
1,3,Fri,DL,ATL,PHX,224.0,1587,-16.0,0,0,1/3
1,3,Fri,DL,ATL,RDU,48.0,356,-5.0,0,0,1/3
1,3,Fri,AA,DFW,MCO,126.0,985,-13.0,0,0,1/3
1,3,Fri,DL,MSP,JAC,133.0,872,-11.0,0,0,1/3
1,3,Fri,AA,LAS,DFW,132.0,1055,153.0,0,0,1/3
1,3,Fri,EV,IAH,SHV,31.0,192,14.0,0,0,1/3
1,3,Fri,DL,ATL,LAX,262.0,1947,16.0,0,0,1/3
1,3,Fri,MQ,DFW,LBB,47.0,282,53.0,0,0,1/3
1,3,Fri,OO,SFO,TUS,94.0,751,148.0,0,0,1/3
1,3,Fri,WN,ATL,DEN,169.0,1199,-6.0,0,0,1/3
1,3,Fri,OO,LAX,SAN,33.0,109,10.0,0,0,1/3
1,3,Fri,OO,DEN,LIT,109.0,771,27.0,0,0,1/3
1,3,Fri,EV,ORD,LNK,74.0,466,23.0,0,0,1/3
1,3,Fri,MQ,DFW,CAE,116.0,922,51.0,0,0,1/3
1,3,Fri,AA,ORD,FLL,161.0,1182,15.0,0,0,1/3
1,3,Fri,OO,DEN,IDA,82.0,458,212.0,0,0,1/3
1,3,Fri,DL,ATL,SRQ,66.0,444,33.0,0,0,1/3
1,3,Fri,OO,LAX,ASE,106.0,737,63.0,0,0,1/3
1,3,Fri,UA,SFO,JFK,295.0,2586,5.0,0,0,1/3
1,3,Fri,DL,LAX,BOS,294.0,2611,1.0,0,0,1/3
1,3,Fri,OO,LAX,FAT,40.0,209,-16.0,0,0,1/3
1,3,Fri,DL,MSP,LAS,164.0,1299,9.0,0,0,1/3
1,3,Fri,DL,ATL,LIT,73.0,453,25.0,0,0,1/3
1,3,Fri,AA,DFW,EWR,156.0,1372,56.0,0,0,1/3
1,3,Fri,OO,DEN,EUG,149.0,996,72.0,0,0,1/3
1,3,Fri,AA,DFW,IAH,52.0,224,67.0,0,0,1/3
1,3,Fri,B6,LAX,FLL,270.0,2342,42.0,0,0,1/3
1,3,Fri,MQ,ORD,XNA,86.0,522,99.0,0,0,1/3
1,3,Fri,MQ,DFW,SHV,30.0,190,14.0,0,0,1/3
1,3,Fri,DL,MSP,RSW,192.0,1416,14.0,0,0,1/3
1,3,Fri,EV,IAH,LEX,103.0,828,85.0,0,0,1/3
1,3,Fri,UA,PHX,SFO,99.0,651,-7.0,0,0,1/3
1,3,Fri,MQ,ORD,MHK,84.0,501,45.0,0,0,1/3
1,3,Fri,UA,SFO,HNL,305.0,2398,80.0,0,0,1/3
1,3,Fri,MQ,DFW,DSM,79.0,624,-14.0,0,0,1/3
1,3,Fri,AA,LAX,BOS,334.0,2611,37.0,0,0,1/3
1,3,Fri,AA,DFW,JAC,156.0,1047,-1.0,0,0,1/3
1,3,Fri,WN,PHX,ATL,204.0,1587,31.0,0,0,1/3
1,3,Fri,NK,LAX,DFW,155.0,1235,7.0,0,0,1/3
1,3,Fri,WN,PHX,MCI,123.0,1044,105.0,0,0,1/3
1,3,Fri,AA,LAX,DFW,152.0,1235,3.0,0,0,1/3
1,3,Fri,AA,ORD,DFW,130.0,802,82.0,0,0,1/3
1,3,Fri,UA,IAH,DEN,114.0,862,37.0,0,0,1/3
1,3,Fri,WN,DEN,SFO,132.0,967,94.0,0,0,1/3
1,3,Fri,WN,ATL,FLL,85.0,581,24.0,0,0,1/3
1,3,Fri,EV,DEN,ISN,81.0,576,33.0,0,0,1/3
1,3,Fri,DL,ATL,MKE,87.0,669,-8.0,0,0,1/3
1,3,Fri,DL,ATL,PIT,64.0,526,65.0,0,0,1/3
1,3,Fri,US,LAS,PHX,47.0,255,-7.0,0,0,1/3
1,3,Fri,WN,PHX,DEN,84.0,602,17.0,0,0,1/3
1,3,Fri,MQ,DFW,AMA,,312,,0,1,1/3
1,3,Fri,NK,LAS,BWI,239.0,2106,41.0,0,0,1/3
1,3,Fri,OO,DEN,MKE,,896,,0,1,1/3
1,3,Fri,US,DFW,PHX,124.0,868,-16.0,0,0,1/3
1,3,Fri,OO,LAX,PSP,33.0,110,67.0,0,0,1/3
1,3,Fri,EV,ORD,SAV,109.0,773,2.0,0,0,1/3
1,3,Fri,EV,ATL,GTR,48.0,241,-2.0,0,0,1/3
1,3,Fri,DL,ATL,OMA,111.0,821,-19.0,0,0,1/3
1,3,Fri,WN,LAS,MDW,187.0,1521,-10.0,0,0,1/3
1,3,Fri,OO,DEN,IDA,,458,,0,1,1/3
1,3,Fri,OO,SFO,PSP,59.0,421,1.0,0,0,1/3
1,3,Fri,UA,LAX,MSY,194.0,1670,18.0,0,0,1/3
1,3,Fri,EV,ATL,HPN,,780,,0,1,1/3
1,3,Fri,OO,LAX,SAN,28.0,109,25.0,0,0,1/3
